22,19,00:1e:7a:27:f2:60,2412,-82,-82,-82,-82,-82,-81,-81,-81,-81
22,19,2c:3f:38:2a:d9:6f,5200,-91,-91,-91,-91,-91,-91
22,19,50:1c:bf:b5:0b:40,2462,-87,-87
22,19,00:23:33:20:eb:20,2437,-79,-85,-85,-85,-80,-80,-83,-81,-81
27,27,50:1c:bf:b5:45:30,2437,-75,-76,-76,-77,-77,-78,-77,-77,-78,-78
27,27,08:17:35:9d:26:2f,5180,-51,-51,-53,-53,-55,-55,-50,-53,-54,-52
27,27,08:17:35:9d:26:20,2437,-38,-36,-38,-38,-37,-38,-37,-38,-38,-37
27,27,2c:3f:38:2a:d9:60,2462,-72,-72,-72,-75,-74,-74,-73,-73,-74,-74
27,27,08:17:35:9c:8a:70,2412,-79,-77,-69,-69,-69,-81,-81,-79,-79
27,27,00:1e:7a:27:f2:6f,5745,-75,-73,-75,-80,-77,-70,-69,-67,-67,-67
27,27,00:1e:7a:27:f2:60,2412,-72,-77,-69,-68,-74,-68,-73,-71,-69,-68
27,27,2c:3f:38:2a:d9:6f,5200,-72,-72,-74,-75,-75,-74,-73,-74,-75,-75
27,27,08:17:35:9c:8a:7f,5180,-91,-91,-91,-91,-91
35,39,2c:3f:38:2a:d9:60,2462,-62,-56,-56,-57,-57,-57,-60,-60,-60,-60
35,39,50:1c:bf:b5:45:30,2437,-87,-87,-87,-87,-87,-87
35,39,08:17:35:9c:8a:70,2412,-75,-88,-88,-88,-88,-88,-88,-88
35,39,08:17:35:9d:26:2f,5180,-81,-83,-81,-81,-82,-82,-80,-79,-80,-80
35,39,2c:3f:38:2a:d9:6f,5200,-67,-71,-71,-67,-65,-68,-69,-68,-68,-69
35,39,08:17:35:9d:26:20,2437,-71,-69,-76,-72,-71,-71,-72,-71,-71,-71
35,39,08:17:35:9c:8a:7f,5180,-84,-89,-89,-89,-89,-89,-88,-87,-91
31,39,50:1c:bf:b5:45:30,2437,-71,-71,-71,-71,-71,-71
31,39,08:17:35:9d:26:2f,5180,-75,-72,-72,-73,-75,-79,-73,-72,-75,-73
31,39,08:17:35:9d:26:20,2437,-68,-67,-87,-72,-70,-70,-70,-67,-67,-66
31,39,08:17:35:9d:10:c0,2437,-80
31,39,2c:3f:38:2a:d9:60,2462,-48,-47,-51,-49,-49,-47,-47,-49,-49,-50
31,39,08:17:35:82:6e:40,2462,-88,-88,-88,-49,-86,-86
31,39,08:17:35:9c:8a:70,2412,-83,-81,-77,-80,-79,-78,-80,-83,-80,-77
31,39,00:1e:7a:27:f2:60,2412,-90,-90,-90
31,39,2c:3f:38:2a:d9:6f,5200,-58,-58,-57,-59,-61,-62,-56,-56,-56,-54
31,39,08:17:35:9c:8a:7f,5180,-76,-75,-80,-79,-77,-79,-81,-79,-78,-78
6,33,00:1e:7a:27:f2:6f,5745,-83,-81,-83,-79,-75,-74,-81,-81,-81,-78
6,33,00:1e:7a:27:f2:60,2412,-66,-65,-66,-63,-66,-62,-65,-63,-67,-68
6,33,00:23:33:20:fd:b0,2437,-85,-85,-85,-85,-85
6,33,08:17:35:9d:26:20,2437,-86
6,33,08:17:35:9d:10:c0,2437,-76,-79,-79,-79,-81,-81,-81,-80,-82,-83
4,38,08:17:35:9d:0d:60,2437,-80,-80,-81,-81,-80,-80,-80,-81
4,38,08:17:35:9d:10:c0,2437,-73,-77,-77,-69,-69,-71,-71,-73,-72,-72
4,38,2c:3f:38:2a:d9:60,2462,-78,-82,-83,-80,-82,-81,-82,-80,-80,-80
4,38,00:1e:7a:27:f2:6f,5745,-80,-81,-83,-81,-81,-81,-81,-81,-81,-81
4,38,00:1e:4a:55:73:20,2437,-80,-81,-81,-81,-81,-81,-81
4,38,00:1e:7a:27:f2:60,2412,-74,-68,-68,-71,-68,-69,-69,-69,-71,-72
4,38,08:17:35:9d:10:cf,5180,-83,-84,-86,-84,-84,-84,-83,-83,-84,-85
4,38,2c:3f:38:2a:d9:6f,5200,-82,-86,-79,-81,-80,-82,-82,-82,-83,-82
22,39,08:17:35:9d:26:2f,5180,-82,-84,-80,-82,-82,-85,-85,-85,-89,-86
22,39,08:17:35:9d:26:20,2437,-80,-69,-71,-70,-71,-69,-70,-71,-71,-70
22,39,08:17:35:9d:10:c0,2437,-81,-79,-79,-83,-83,-84,-82,-82,-82,-85
22,39,2c:3f:38:2a:d9:60,2462,-53,-58,-55,-55,-54,-53,-55,-55,-54,-55
22,39,08:17:35:82:6e:40,2462,-87,-85,-55,-86,-55
22,39,08:17:35:9c:8a:70,2412,-68,-68,-71,-70,-66,-67,-67,-67,-69,-68
22,39,00:1e:7a:27:f2:60,2412,-80,-80,-80,-80,-83,-83,-83,-83,-83,-83
22,39,2c:3f:38:2a:d9:6f,5200,-64,-64,-63,-64,-61,-61,-60,-61,-63,-62
22,39,08:17:35:9c:8a:7f,5180,-77,-87,-73,-76,-75,-83,-79,-78,-79,-82
22,31,08:17:35:9d:26:2f,5180,-82,-82,-79,-73,-73,-78,-77,-77,-81,-82
22,31,08:17:35:9d:26:20,2437,-59,-69,-64,-71,-65,-69,-62,-71,-65,-66
22,31,08:17:35:9d:10:c0,2437,-82
22,31,2c:3f:38:2a:d9:60,2462,-73,-73,-79,-75,-74,-74,-75,-74,-75,-75
22,31,08:17:35:9c:8a:70,2412,-74,-74,-71,-71,-72,-74,-74,-73,-72,-73
22,31,00:1e:7a:27:f2:6f,5745,-77,-85,-84,-86,-86,-86,-85,-85,-82,-84
22,31,00:1e:7a:27:f2:60,2412,-72,-66,-73,-69,-67,-68,-67,-69,-72,-72
22,31,2c:3f:38:2a:d9:6f,5200,-87,-85,-83,-82,-83,-84,-79,-83,-81,-83
22,31,08:17:35:9c:8a:7f,5180,-62,-85,-86,-90,-90,-88,-88,-82,-87,-82
87,11,08:17:35:9d:27:0f,5240,-78,-83,-79,-84,-84,-83,-84,-83,-83,-85
87,11,08:17:35:9c:e1:c0,2462,-86,-85,-86,-85,-84,-85,-85,-83,-83
87,11,08:17:35:9d:34:bf,5180,-66,-67,-68,-66,-64,-63,-62,-62,-63,-63
87,11,08:17:35:9d:27:00,2437,-62,-62,-63,-63,-63,-63,-64,-63,-65,-66
87,11,f4:cf:e2:be:7b:80,2412,-86
87,11,00:1e:7a:28:0a:3f,5180,-87
87,11,08:17:35:9d:34:b0,2437,-59,-57,-62,-83,-57,-56,-55,-56,-54,-53
87,11,00:23:33:20:eb:20,2437,-80,-83,-84,-84,-84,-84,-84,-84,-84
87,11,08:17:35:9d:32:d0,2437,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64
89,11,c8:f9:f9:be:08:90,2462,-82,-82,-84,-84,-82,-82,-82
89,11,08:17:35:9d:0d:df,5240,-88,-85,-84,-84
89,11,08:17:35:9d:27:0f,5240,-85,-88,-88,-89,-89,-89,-89,-89,-89,-88
89,11,08:17:35:9c:e1:c0,2462,-83
89,11,08:17:35:9d:34:bf,5180,-67,-68,-64,-70,-66,-65,-66,-65,-65,-67
89,11,08:17:35:9d:27:00,2437,-58,-73,-73,-72,-74,-75,-63,-74,-72,-73
89,11,00:23:33:20:eb:2f,5240,-88,-88,-88,-88
89,11,08:17:35:9d:34:b0,2437,-58,-62,-68,-66,-62,-62,-63,-63,-65,-64
89,11,50:1c:bf:b5:0b:40,2462,-84,-84,-84,-84,-86,-86,-86,-86
89,11,08:17:35:9d:32:d0,2437,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64
76,6,00:23:04:5c:9b:70,2462,-75,-77,-78,-76,-76,-77,-75,-75,-76,-77
76,6,08:17:35:9d:27:0f,5240,-89,-88,-88,-88,-89,-89
76,6,08:17:35:9d:34:bf,5180,-59,-60,-58,-61,-59,-60,-59,-59,-60,-62
76,6,08:17:35:9d:34:b0,2437,-57,-57,-57,-58,-57,-56,-56,-56,-56,-56
76,6,f4:cf:e2:b3:a8:1f,5180,-88
76,6,00:23:04:5c:9b:7f,5180,-67,-73,-68,-80,-74,-72,-76,-75,-74,-76
76,6,08:17:35:9d:32:d0,2437,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64
37,6,50:1c:bf:b5:43:3f,5805,-87,-87,-86,-86,-86,-83,-83,-83,-83,-83
37,6,08:17:35:9c:df:b0,2412,-83,-83,-84,-84,-84,-83,-81,-66
37,6,50:1c:bf:b5:43:30,2462,-85,-85,-86,-85,-84,-82,-83,-83,-83,-83
37,6,00:23:04:5c:9b:70,2462,-77
37,6,08:17:35:9d:27:0f,5240,-89
37,6,08:17:35:9d:34:bf,5180,-62
37,6,00:23:04:5c:9b:7f,5180,-76
37,6,00:23:33:20:eb:2f,5240,-68,-70,-67,-73,-65,-71,-70,-72,-75,-74
37,6,08:17:35:9d:30:20,2412,-86,-83,-83,-84,-85,-85,-85,-85
37,6,08:17:35:9d:34:b0,2437,-56
37,6,00:23:33:20:eb:20,2437,-65,-62,-59,-63,-65,-63,-65,-63,-62,-62
37,6,08:17:35:9d:32:d0,2437,-64
32,15,08:17:35:82:72:6f,5745,-87,-87,-87,-87,-84,-86,-86,-86,-86
32,15,50:1c:bf:b5:43:3f,5805,-74
32,15,08:17:35:82:72:60,2412,-82,-82,-82,-85,-84,-84,-84,-82,-80,-79
32,15,00:23:33:20:eb:2f,5240,-62,-70,-66,-67,-71,-72,-80,-69,-67,-65
32,15,50:1c:bf:b5:43:30,2462,-70
32,15,08:17:35:9d:26:20,2437,-80,-80,-63,-82,-83,-83,-85,-83,-83,-83
32,15,00:23:33:20:eb:20,2437,-58,-63,-63,-64,-63,-62,-67,-66,-61,-59
10,11,00:23:04:5c:b1:9f,5180,-88,-88,-88,-89,-88,-89,-89,-89,-89,-89
10,11,08:17:35:82:72:60,2412,-79
10,11,00:23:33:20:fb:70,2412,-84,-84,-84,-85,-82,-83,-83,-83
10,11,08:17:35:9d:26:20,2437,-83
10,11,00:1e:4a:55:73:2f,5240,-67,-70,-71,-70,-66,-69,-68,-67,-67,-65
10,11,00:23:04:5c:b1:90,2412,-83,-85,-82,-82,-82,-82
10,11,00:1e:7a:27:f2:6f,5745,-88,-88,-88,-88
10,11,00:23:33:20:eb:2f,5240,-65
10,11,00:1e:7a:27:f2:60,2412,-86
10,11,00:1e:4a:55:73:20,2437,-73,-73,-69,-69,-71,-69,-71,-71,-71
10,11,00:23:33:20:eb:20,2437,-79,-81,-76,-76,-77,-77,-76,-78,-79,-76
4,6,00:23:04:5c:b1:9f,5180,-89
4,6,00:1e:4a:55:73:2f,5240,-65
4,6,00:1e:7a:27:f2:60,2412,-86
4,6,00:23:33:20:fb:70,2412,-81,-82,-80,-84,-81,-81,-81,-79,-81,-75
4,6,00:1e:4a:55:73:20,2437,-71,-84,-84
4,6,00:23:33:20:fb:7f,5745,-83,-83,-83,-83,-85,-85,-83,-85,-82,-81
4,6,00:23:33:20:eb:20,2437,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76
34,27,50:1c:bf:b5:45:30,2437,-80,-81,-82,-82,-79,-53,-80,-81,-81,-82
34,27,64:e9:50:b8:41:40,2462,-86,-86,-85,-85,-85,-86
34,27,08:17:35:9c:8a:70,2412,-82,-85,-84,-84,-84,-85,-85,-85,-86,-86
34,27,64:e9:50:b8:41:4f,5745,-88,-88,-88,-88
34,27,00:23:33:20:eb:2f,5240,-86,-86,-86,-86,-88,-88,-85
34,27,00:1e:7a:27:f2:6f,5745,-75,-74,-74,-82,-78,-78,-79,-77,-78,-78
34,27,00:1e:4a:55:73:20,2437,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71
34,27,2c:3f:38:2a:d9:6f,5200,-75,-84,-80,-82,-85,-87,-88,-82,-82,-81
34,27,08:17:35:9c:8a:7f,5180,-88,-90,-90,-90,-90
34,27,08:17:35:9d:26:2f,5180,-66,-65,-66,-72,-66,-67,-68,-67,-68,-65
34,27,08:17:35:9d:26:20,2437,-54,-54,-54,-55,-53,-53,-53,-54,-55,-56
34,27,2c:3f:38:2a:d9:60,2462,-79,-79,-79,-87,-78,-78,-78,-78,-79,-82
34,27,00:1e:7a:27:f2:60,2412,-80,-76,-73,-71,-72,-70,-70,-70,-70,-71
34,27,00:23:33:20:eb:20,2437,-76
30,30,50:1c:bf:b5:45:30,2437,-82,-82,-82,-82,-84,-84,-83,-83,-82,-81
30,30,64:e9:50:b8:41:40,2462,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86
30,30,08:17:35:9d:26:2f,5180,-56,-54,-54,-54,-57,-53,-55,-54,-55,-54
30,30,08:17:35:9d:26:20,2437,-57,-53,-53,-54,-56,-55,-61,-58,-58,-57
30,30,2c:3f:38:2a:d9:60,2462,-82,-75,-74,-75,-79,-75,-57,-72,-72
30,30,08:17:35:9c:8a:70,2412,-86,-75,-76,-75,-76,-76,-82,-58,-79,-80
30,30,00:23:33:20:eb:2f,5240,-85
30,30,00:1e:7a:27:f2:6f,5745,-78,-87,-87
30,30,00:1e:7a:27:f2:60,2412,-71,-84,-77,-77,-77,-77,-80
30,30,00:1e:4a:55:73:20,2437,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71
30,30,2c:3f:38:2a:d9:6f,5200,-85,-86,-89,-85,-86,-86,-86,-84,-79,-81
30,30,08:17:35:9c:8a:7f,5180,-88,-89,-90,-88,-89,-88,-89,-88,-88
10,27,50:1c:bf:b5:45:30,2437,-81
10,27,64:e9:50:b8:41:40,2462,-86
10,27,08:17:35:9d:26:2f,5180,-78,-76,-77,-75,-75,-78,-76,-76,-76,-76
10,27,00:23:33:20:fd:b0,2437,-81,-81
10,27,08:17:35:9d:26:20,2437,-74,-69,-67,-67,-68,-69,-68,-67,-67,-67
10,27,2c:3f:38:2a:d9:60,2462,-72,-86,-86,-86,-86,-32,-85,-85
10,27,00:1e:4a:55:73:2f,5240,-88,-88,-88,-88,-86,-86,-86
10,27,08:17:35:9c:8a:70,2412,-80
10,27,00:1e:7a:27:f2:6f,5745,-54,-53,-52,-51,-57,-57,-52,-53,-48,-48
10,27,00:1e:7a:27:f2:60,2412,-35,-39,-32,-32,-32,-34,-33,-32,-32,-32
10,27,00:1e:4a:55:73:20,2437,-82,-82,-82,-82,-82
10,27,2c:3f:38:2a:d9:6f,5200,-81
10,27,08:17:35:9c:8a:7f,5180,-88
8,37,08:17:35:9d:26:2f,5180,-85
8,37,08:17:35:9d:26:20,2437,-76
8,37,08:17:35:9d:10:c0,2437,-82,-82,-80,-76,-75,-76,-74,-74,-73,-73
8,37,2c:3f:38:2a:d9:60,2462,-71,-85,-85,-85,-81,-81,-83,-84,-76,-82
8,37,00:1e:7a:27:f2:6f,5745,-72,-74,-79,-78,-81,-77,-76,-77,-76,-76
8,37,00:1e:7a:27:f2:60,2412,-69,-74,-76,-71,-71,-73,-69,-73,-70,-78
8,37,2c:3f:38:2a:d9:6f,5200,-88,-88,-88,-88
8,37,08:17:35:9d:10:cf,5180,-87,-87,-86,-87,-87,-89,-88,-86,-89,-86
4,42,08:17:35:9d:0d:60,2437,-86,-86,-85,-86,-86,-86,-86,-86,-86,-84
4,42,08:17:35:9d:10:c0,2437,-74,-77,-75,-72,-73,-74,-74,-74,-73,-86
4,42,2c:3f:38:2a:d9:60,2462,-82
4,42,00:1e:7a:27:f2:6f,5745,-76,-87,-87,-87,-87,-87
4,42,08:17:35:9d:0d:6f,5200,-88,-88,-88,-87,-87,-89,-89,-89
4,42,00:1e:7a:27:f2:60,2412,-83,-84,-83,-83,-82,-83,-83,-83,-82,-82
4,42,08:17:35:9d:10:cf,5180,-85,-84,-82,-85,-82,-85,-85,-83,-85,-86
4,42,08:17:35:9d:2a:c0,2412,-86,-86,-87,-87
34,34,2c:3f:38:2a:d9:60,2462,-66,-70,-67,-71,-70,-67,-70,-69,-68,-69
34,34,64:e9:50:b8:41:40,2462,-85,-84,-84,-85,-85,-85,-85,-85,-85
34,34,64:e9:50:b8:41:4f,5745,-85,-85,-86,-86,-87,-87,-88,-87,-87
34,34,08:17:35:9d:26:2f,5180,-81,-79,-80,-84,-84,-84,-85,-84,-84,-85
34,34,08:17:35:9d:26:20,2437,-78,-78,-76,-76,-73,-74,-74,-74,-74,-74
34,34,2c:3f:38:2a:d9:6f,5200,-71,-74,-73,-68,-71,-72,-71,-74,-72,-72
